Dialogue_ID,Utterance_ID,Unique_ID,Utterance,Emotion,target_stress,video_path,audio_path,duration,Speaker,split,word_count
1,2,train_dia1_utt2,"No-no-no-no, no! Who, who were you talking about?",surprise,0,train_splits/dia1_utt2.mp4,MELD_Audio/train_dia1_utt2.wav,4.754746308426779,Joey,train,8
1,3,train_dia1_utt3,"No, I-I-I-I don't, I actually don't know",fear,1,train_splits/dia1_utt3.mp4,MELD_Audio/train_dia1_utt3.wav,2.502498057066726,Rachel,train,7
1,4,train_dia1_utt4,Ok!,neutral,0,train_splits/dia1_utt4.mp4,MELD_Audio/train_dia1_utt4.wav,1.1678324266311388,Joey,train,1
1,5,train_dia1_utt5,"All right, well...",neutral,0,train_splits/dia1_utt5.mp4,MELD_Audio/train_dia1_utt5.wav,1.4597905332889234,Joey,train,3
1,8,train_dia1_utt8,"Yeah, sure!",neutral,0,train_splits/dia1_utt8.mp4,MELD_Audio/train_dia1_utt8.wav,2.001998445653381,Rachel,train,2
2,0,train_dia2_utt0,"Hey, Mon.",neutral,0,train_splits/dia2_utt0.mp4,MELD_Audio/train_dia2_utt0.wav,1.0844158247289146,Chandler,train,2
2,1,train_dia2_utt1,Hey-hey-hey. You wanna hear something that sucks.,neutral,0,train_splits/dia2_utt1.mp4,MELD_Audio/train_dia2_utt1.wav,1.4597905332889234,Monica,train,7
2,2,train_dia2_utt2,Do I ever.,joy,0,train_splits/dia2_utt2.mp4,MELD_Audio/train_dia2_utt2.wav,1.7934569408978203,Chandler,train,3
2,3,train_dia2_utt3,Chris says they're closing down the bar.,sadness,0,train_splits/dia2_utt3.mp4,MELD_Audio/train_dia2_utt3.wav,1.710040338995596,Monica,train,7
2,4,train_dia2_utt4,No way!,surprise,0,train_splits/dia2_utt4.mp4,MELD_Audio/train_dia2_utt4.wav,1.0009992228266904,Chandler,train,2
2,5,train_dia2_utt5,"Yeah, apparently they're turning it into some kinda coffee place.",neutral,0,train_splits/dia2_utt5.mp4,MELD_Audio/train_dia2_utt5.wav,2.210539950408941,Monica,train,10
2,6,train_dia2_utt6,Just coffee! Where are we gonna hang out now?,disgust,0,train_splits/dia2_utt6.mp4,MELD_Audio/train_dia2_utt6.wav,4.796454609377891,Chandler,train,9
2,7,train_dia2_utt7,Got me.,sadness,0,train_splits/dia2_utt7.mp4,MELD_Audio/train_dia2_utt7.wav,2.6693312608711746,Monica,train,2
2,8,train_dia2_utt8,Can I get a beer.,neutral,0,train_splits/dia2_utt8.mp4,MELD_Audio/train_dia2_utt8.wav,0.6673328152177936,Chandler,train,5
2,9,train_dia2_utt9,"Hey, did you pick a roommate?",neutral,0,train_splits/dia2_utt9.mp4,MELD_Audio/train_dia2_utt9.wav,1.9602901447022687,Monica,train,6
2,10,train_dia2_utt10,You betcha!,joy,0,train_splits/dia2_utt10.mp4,MELD_Audio/train_dia2_utt10.wav,0.7924577180711299,Chandler,train,2
2,11,train_dia2_utt11,Is it the Italian guy?,neutral,0,train_splits/dia2_utt11.mp4,MELD_Audio/train_dia2_utt11.wav,1.1678324266311388,Monica,train,5
2,12,train_dia2_utt12,"Um-mm, yeah right!",joy,0,train_splits/dia2_utt12.mp4,MELD_Audio/train_dia2_utt12.wav,1.209540727582251,Chandler,train,3
3,0,train_dia3_utt0,"Oh my God, oh my God! Poor Monica!",surprise,0,train_splits/dia3_utt0.mp4,MELD_Audio/train_dia3_utt0.wav,2.3356648532622777,Phoebe,train,8
3,1,train_dia3_utt1,"What, what, what?!",surprise,0,train_splits/dia3_utt1.mp4,MELD_Audio/train_dia3_utt1.wav,1.1261241256800267,Chandler,train,3
3,2,train_dia3_utt2,What?!,surprise,0,train_splits/dia3_utt2.mp4,MELD_Audio/train_dia3_utt2.wav,1.1678324266311388,Phoebe,train,1
3,3,train_dia3_utt3,He was with her when he wrote this poem.,neutral,0,train_splits/dia3_utt3.mp4,MELD_Audio/train_dia3_utt3.wav,2.419081455164502,Phoebe,train,9
3,4,train_dia3_utt4,"Look, 'My vessel so empty with nothing inside.",neutral,0,train_splits/dia3_utt4.mp4,MELD_Audio/train_dia3_utt4.wav,2.8361644646756226,Phoebe,train,8
3,5,train_dia3_utt5,"Now that I've touched you, you seem emptier still.'",neutral,0,train_splits/dia3_utt5.mp4,MELD_Audio/train_dia3_utt5.wav,2.9195810665778468,Phoebe,train,9
3,6,train_dia3_utt6,"He thinks Monica is empty, she is the empty vase!",surprise,0,train_splits/dia3_utt6.mp4,MELD_Audio/train_dia3_utt6.wav,2.9195810665778468,Phoebe,train,10
3,8,train_dia3_utt8,"Oh, totally. Oh, God, oh, she seemed so happy too.",sadness,0,train_splits/dia3_utt8.mp4,MELD_Audio/train_dia3_utt8.wav,2.752747862773399,Phoebe,train,10
3,9,train_dia3_utt9,Done.,neutral,0,train_splits/dia3_utt9.mp4,MELD_Audio/train_dia3_utt9.wav,1.5014988342400355,Joey,train,1
4,0,train_dia4_utt0,Hey!,surprise,0,train_splits/dia4_utt0.mp4,MELD_Audio/train_dia4_utt0.wav,0.9592909218755783,Rachel,train,1
4,1,train_dia4_utt1,Hi!,joy,0,train_splits/dia4_utt1.mp4,MELD_Audio/train_dia4_utt1.wav,0.1251249028533363,Ross,train,1
4,2,train_dia4_utt2,What are you doing here?,surprise,0,train_splits/dia4_utt2.mp4,MELD_Audio/train_dia4_utt2.wav,1.1261241256800267,Rachel,train,5
4,3,train_dia4_utt3,"Ah y'know, this building is on my paper route so I...",neutral,0,train_splits/dia4_utt3.mp4,MELD_Audio/train_dia4_utt3.wav,2.752747862773399,Ross,train,11
4,4,train_dia4_utt4,Oh.,neutral,0,train_splits/dia4_utt4.mp4,MELD_Audio/train_dia4_utt4.wav,1.3763739313866994,Rachel,train,1
4,5,train_dia4_utt5,Hi.,neutral,0,train_splits/dia4_utt5.mp4,MELD_Audio/train_dia4_utt5.wav,0.0834166019022242,Ross,train,1
4,6,train_dia4_utt6,Hi.,neutral,0,train_splits/dia4_utt6.mp4,MELD_Audio/train_dia4_utt6.wav,0.2085415047555605,Rachel,train,1
4,7,train_dia4_utt7,How'd did it go?,neutral,0,train_splits/dia4_utt7.mp4,MELD_Audio/train_dia4_utt7.wav,1.0427075237778025,Ross,train,4
4,8,train_dia4_utt8,"Oh well, the woman I interviewed with was pretty tough, but y'know thank God Mark coached me, because once I started talking about the fall line, she got all happy and wouldn't shut up.",joy,0,train_splits/dia4_utt8.mp4,MELD_Audio/train_dia4_utt8.wav,8.049702083564636,Rachel,train,34
4,9,train_dia4_utt9,I'm so proud of you.,joy,0,train_splits/dia4_utt9.mp4,MELD_Audio/train_dia4_utt9.wav,1.3763739313866994,Ross,train,5
4,10,train_dia4_utt10,Me too!,joy,0,train_splits/dia4_utt10.mp4,MELD_Audio/train_dia4_utt10.wav,1.5432071351911476,Rachel,train,2
4,11,train_dia4_utt11,"Listen, I'm ah, I'm sorry I've been so crazy and jealous and, it's just that I like you a lot, so...",sadness,0,train_splits/dia4_utt11.mp4,MELD_Audio/train_dia4_utt11.wav,9.300951112097998,Ross,train,21
4,12,train_dia4_utt12,I know.,neutral,0,train_splits/dia4_utt12.mp4,MELD_Audio/train_dia4_utt12.wav,1.0427075237778025,Rachel,train,2
4,13,train_dia4_utt13,Yeah.,neutral,0,train_splits/dia4_utt13.mp4,MELD_Audio/train_dia4_utt13.wav,0.417083009511121,Ross,train,1
4,14,train_dia4_utt14,Yeah.,neutral,0,train_splits/dia4_utt14.mp4,MELD_Audio/train_dia4_utt14.wav,0.6673328152177936,Rachel,train,1
5,0,train_dia5_utt0,Ameri-can.,neutral,0,train_splits/dia5_utt0.mp4,MELD_Audio/train_dia5_utt0.wav,1.7517486399467082,Phoebe,train,1
5,1,train_dia5_utt1,Ameri-ccan.,neutral,0,train_splits/dia5_utt1.mp4,MELD_Audio/train_dia5_utt1.wav,0.1668332038044484,Joey,train,1
5,2,train_dia5_utt2,Ameri-can. Y'know it's a,neutral,0,train_splits/dia5_utt2.mp4,MELD_Audio/train_dia5_utt2.wav,2.9195810665778468,Phoebe,train,4
5,3,train_dia5_utt3,Everybody!!,surprise,0,train_splits/dia5_utt3.mp4,MELD_Audio/train_dia5_utt3.wav,2.8361644646756226,Sergei,train,1
6,0,train_dia6_utt0,Good job Joe! Well done! Top notch!,joy,0,train_splits/dia6_utt0.mp4,MELD_Audio/train_dia6_utt0.wav,3.2115416666666663,Chandler,train,7
6,1,train_dia6_utt1,You liked it? You really liked it?,surprise,0,train_splits/dia6_utt1.mp4,MELD_Audio/train_dia6_utt1.wav,1.5849166666666665,Joey,train,7
6,2,train_dia6_utt2,"Oh-ho-ho, yeah!",joy,0,train_splits/dia6_utt2.mp4,MELD_Audio/train_dia6_utt2.wav,1.6683333333333332,Chandler,train,2
6,3,train_dia6_utt3,Which part exactly?,neutral,0,train_splits/dia6_utt3.mp4,MELD_Audio/train_dia6_utt3.wav,2.002,Joey,train,3
6,4,train_dia6_utt4,The whole thing! Can we go?,neutral,0,train_splits/dia6_utt4.mp4,MELD_Audio/train_dia6_utt4.wav,2.5859166666666664,Chandler,train,6
6,5,train_dia6_utt5,"Oh no-no-no, give me some specifics.",anger,1,train_splits/dia6_utt5.mp4,MELD_Audio/train_dia6_utt5.wav,2.419083333333333,Joey,train,6
6,6,train_dia6_utt6,"I love the specifics, the specifics were the best part!",joy,0,train_splits/dia6_utt6.mp4,MELD_Audio/train_dia6_utt6.wav,4.087416666666666,Chandler,train,10
6,7,train_dia6_utt7,"Hey, what about the scene with the kangaroo? Did-did you like that part?",neutral,0,train_splits/dia6_utt7.mp4,MELD_Audio/train_dia6_utt7.wav,5.046708333333333,Joey,train,13
6,8,train_dia6_utt8,I was surprised to see a kangaroo in a World War I epic.,surprise,0,train_splits/dia6_utt8.mp4,MELD_Audio/train_dia6_utt8.wav,5.630624999999999,Chandler,train,13
6,9,train_dia6_utt9,You fell asleep!!,anger,1,train_splits/dia6_utt9.mp4,MELD_Audio/train_dia6_utt9.wav,1.001,Joey,train,3
6,10,train_dia6_utt10,There was no kangaroo!,anger,1,train_splits/dia6_utt10.mp4,MELD_Audio/train_dia6_utt10.wav,1.376375,Joey,train,4
6,11,train_dia6_utt11,They didn't take any of my suggestions!,anger,1,train_splits/dia6_utt11.mp4,MELD_Audio/train_dia6_utt11.wav,3.3783749999999997,Joey,train,7
6,12,train_dia6_utt12,That's for coming buddy.,neutral,0,train_splits/dia6_utt12.mp4,MELD_Audio/train_dia6_utt12.wav,1.2929583333333332,Joey,train,4
6,13,train_dia6_utt13,I'll see you later.,neutral,0,train_splits/dia6_utt13.mp4,MELD_Audio/train_dia6_utt13.wav,0.9592916666666667,Joey,train,4
6,14,train_dia6_utt14,Don't go!,sadness,0,train_splits/dia6_utt14.mp4,MELD_Audio/train_dia6_utt14.wav,0.5839166666666666,Chandler,train,2
6,15,train_dia6_utt15,I'm sorry.,sadness,0,train_splits/dia6_utt15.mp4,MELD_Audio/train_dia6_utt15.wav,0.7090416666666666,Chandler,train,2
6,16,train_dia6_utt16,I'm so sorry!,sadness,0,train_splits/dia6_utt16.mp4,MELD_Audio/train_dia6_utt16.wav,1.25125,Chandler,train,3
6,17,train_dia6_utt17,Look!,surprise,0,train_splits/dia6_utt17.mp4,MELD_Audio/train_dia6_utt17.wav,0.45879166666666665,Chandler,train,1
6,18,train_dia6_utt18,This guy fell asleep!,anger,1,train_splits/dia6_utt18.mp4,MELD_Audio/train_dia6_utt18.wav,1.1678333333333333,Chandler,train,4
6,19,train_dia6_utt19,He fell asleep too!,anger,1,train_splits/dia6_utt19.mp4,MELD_Audio/train_dia6_utt19.wav,0.625625,Chandler,train,4
6,20,train_dia6_utt20,Be mad at him!,anger,1,train_splits/dia6_utt20.mp4,MELD_Audio/train_dia6_utt20.wav,0.8341666666666666,Chandler,train,4
6,21,train_dia6_utt21,"Or, call an ambulance.",anger,1,train_splits/dia6_utt21.mp4,MELD_Audio/train_dia6_utt21.wav,1.8768749999999998,Chandler,train,4
7,0,train_dia7_utt0,"Okay, look, I think we have to tell Rachel she messed up her dessert.",neutral,0,train_splits/dia7_utt0.mp4,MELD_Audio/train_dia7_utt0.wav,2.877872765626735,Joey,train,14
7,1,train_dia7_utt1,"What?! What is with everybody? It's Thanksgiving, not...Truth-Day!",anger,1,train_splits/dia7_utt1.mp4,MELD_Audio/train_dia7_utt1.wav,4.087413493208985,Ross,train,8
8,0,train_dia8_utt0,"Yes, and it is my dying wish to have that ring.",neutral,0,train_splits/dia8_utt0.mp4,MELD_Audio/train_dia8_utt0.wav,4.087413493208985,Phoebe,train,11
8,1,train_dia8_utt1,"See, if I'm not buried with that ring then my spirit is going to wander the nether world for all eternity",neutral,0,train_splits/dia8_utt1.mp4,MELD_Audio/train_dia8_utt1.wav,7.3406609673957295,Phoebe,train,21
8,2,train_dia8_utt2,"Okay, that's enough honey!",neutral,0,train_splits/dia8_utt2.mp4,MELD_Audio/train_dia8_utt2.wav,1.3346656304355873,Chandler,train,4
8,3,train_dia8_utt3,I don't know. Let me see the ring.,neutral,0,train_splits/dia8_utt3.mp4,MELD_Audio/train_dia8_utt3.wav,6.589911550275712,Customer,train,8
8,4,train_dia8_utt4,"Great! Okay, here.",joy,0,train_splits/dia8_utt4.mp4,MELD_Audio/train_dia8_utt4.wav,2.8361644646756226,Chandler,train,3
8,5,train_dia8_utt5,All right.,neutral,0,train_splits/dia8_utt5.mp4,MELD_Audio/train_dia8_utt5.wav,2.5859146589689503,Customer,train,2
8,6,train_dia8_utt6,Thank you. Thank you. Thank you! And,joy,0,train_splits/dia8_utt6.mp4,MELD_Audio/train_dia8_utt6.wav,0.0834166019022242,Chandler,train,7
9,0,train_dia9_utt0,What've you been up to?,neutral,0,train_splits/dia9_utt0.mp4,MELD_Audio/train_dia9_utt0.wav,2.8361644646756226,Chandler,train,5
9,1,train_dia9_utt1,"Oh, you know, the usual, teaching aerobics, partying way too much.",neutral,0,train_splits/dia9_utt1.mp4,MELD_Audio/train_dia9_utt1.wav,6.256245142666815,Jade,train,11
9,2,train_dia9_utt2,"Oh, and in case you were wondering, those are my legs on the new James Bond poster.",neutral,0,train_splits/dia9_utt2.mp4,MELD_Audio/train_dia9_utt2.wav,5.8391621331556935,Jade,train,17
9,3,train_dia9_utt3,Can you hold on a moment? I have another call. I love her.,joy,0,train_splits/dia9_utt3.mp4,MELD_Audio/train_dia9_utt3.wav,4.212538396062322,Chandler,train,13
9,4,train_dia9_utt4,I know.,neutral,0,train_splits/dia9_utt4.mp4,MELD_Audio/train_dia9_utt4.wav,1.668332038044484,Ross,train,2
9,5,train_dia9_utt5,I'm back.,neutral,0,train_splits/dia9_utt5.mp4,MELD_Audio/train_dia9_utt5.wav,0.6256245142666815,Chandler,train,2
9,6,train_dia9_utt6,"So, are we gonna get together or what?",neutral,0,train_splits/dia9_utt6.mp4,MELD_Audio/train_dia9_utt6.wav,2.2522482513600535,Jade,train,8
9,7,train_dia9_utt7,"Um, absolutely. Uh, how 'bout tomorrow afternoon? Do you know uh, Central Perk in the Village, say, five-ish?",neutral,0,train_splits/dia9_utt7.mp4,MELD_Audio/train_dia9_utt7.wav,6.214536841715703,Chandler,train,18
9,8,train_dia9_utt8,"Great, I'll see you then.",neutral,0,train_splits/dia9_utt8.mp4,MELD_Audio/train_dia9_utt8.wav,2.877872765626735,Jade,train,5
9,9,train_dia9_utt9,Ok. Ok. Having a phone has finally paid off.,joy,0,train_splits/dia9_utt9.mp4,MELD_Audio/train_dia9_utt9.wav,2.210539950408941,Chandler,train,9
9,10,train_dia9_utt10,"Even though you do do a good Bob impression, I'm thinkin' when she sees you tomorow, she's probably gonna realize, ""Hey, you're not Bob.""",neutral,0,train_splits/dia9_utt10.mp4,MELD_Audio/train_dia9_utt10.wav,6.798453055031272,Ross,train,24
9,11,train_dia9_utt11,"I'm hoping that when Bob doesn't show up, she will seek comfort in the open arms of the wry stranger at the next table.",neutral,0,train_splits/dia9_utt11.mp4,MELD_Audio/train_dia9_utt11.wav,4.9632878131823395,Chandler,train,24
9,12,train_dia9_utt12,Oh my god. You are pure evil.,disgust,0,train_splits/dia9_utt12.mp4,MELD_Audio/train_dia9_utt12.wav,2.752747862773399,Ross,train,7
9,13,train_dia9_utt13,"Ok, pure evil , horny and alone . I've done this",anger,1,train_splits/dia9_utt13.mp4,MELD_Audio/train_dia9_utt13.wav,8.425076792124644,Chandler,train,11
10,0,train_dia10_utt0,Nobody!,anger,1,train_splits/dia10_utt0.mp4,MELD_Audio/train_dia10_utt0.wav,1.4597905332889234,Phoebe,train,1
10,1,train_dia10_utt1,Nobody respects the bucket!,anger,1,train_splits/dia10_utt1.mp4,MELD_Audio/train_dia10_utt1.wav,1.3763739313866994,Phoebe,train,4
10,2,train_dia10_utt2,You wouldn't believe what people put in here!,anger,1,train_splits/dia10_utt2.mp4,MELD_Audio/train_dia10_utt2.wav,2.1688316494578292,Phoebe,train,8
10,3,train_dia10_utt3,Look!,anger,1,train_splits/dia10_utt3.mp4,MELD_Audio/train_dia10_utt3.wav,1.710040338995596,Phoebe,train,1
10,4,train_dia10_utt4,"Okay, does this look like a garbage can to you?",anger,1,train_splits/dia10_utt4.mp4,MELD_Audio/train_dia10_utt4.wav,4.129121794160098,Phoebe,train,10
10,5,train_dia10_utt5,No.,neutral,0,train_splits/dia10_utt5.mp4,MELD_Audio/train_dia10_utt5.wav,2.2522482513600535,Monica,train,1
11,0,train_dia11_utt0,This is my wedding.,neutral,0,train_splits/dia11_utt0.mp4,MELD_Audio/train_dia11_utt0.wav,1.209540727582251,Ross,train,4
11,1,train_dia11_utt1,"All right, y'know what? We really are late! Let's go! Let's go! Let's go!!",anger,1,train_splits/dia11_utt1.mp4,MELD_Audio/train_dia11_utt1.wav,3.420080677991192,Monica,train,14
11,2,train_dia11_utt2,Fine. You'll-you'll watch it on video when we get back.,neutral,0,train_splits/dia11_utt2.mp4,MELD_Audio/train_dia11_utt2.wav,2.7110395618222864,Ross,train,10
11,3,train_dia11_utt3,Here you go Phoebe! Here you go Phobo! Phewbedo! Phaybobo.,joy,0,train_splits/dia11_utt3.mp4,MELD_Audio/train_dia11_utt3.wav,2.8361644646756226,Chandler,train,10
11,4,train_dia11_utt4,Thank you.,neutral,0,train_splits/dia11_utt4.mp4,MELD_Audio/train_dia11_utt4.wav,1.0009992228266904,Phoebe,train,2
11,5,train_dia11_utt5,Thank you.,neutral,0,train_splits/dia11_utt5.mp4,MELD_Audio/train_dia11_utt5.wav,0.1251249028533363,Phoebe,train,2
11,6,train_dia11_utt6,"All right, let's go! Bye, Pheebs!",joy,0,train_splits/dia11_utt6.mp4,MELD_Audio/train_dia11_utt6.wav,1.9602901447022687,Ross,train,6
11,7,train_dia11_utt7,"Bye, Pheebs!",joy,0,train_splits/dia11_utt7.mp4,MELD_Audio/train_dia11_utt7.wav,1.710040338995596,Joey,train,2
11,8,train_dia11_utt8,London baby!!,joy,0,train_splits/dia11_utt8.mp4,MELD_Audio/train_dia11_utt8.wav,1.7517486399467082,Joey,train,2
11,9,train_dia11_utt9,"Oh, do you need a hug? You don't have to bring me anything!",joy,0,train_splits/dia11_utt9.mp4,MELD_Audio/train_dia11_utt9.wav,6.715036453129048,Phoebe,train,13
12,0,train_dia12_utt0,Hey!,neutral,0,train_splits/dia12_utt0.mp4,MELD_Audio/train_dia12_utt0.wav,1.7517486399467082,Chandler,train,1
12,1,train_dia12_utt1,Hey! So Estelle lined up a bunch of auditions for me tomorrow and I'll have my health insurance back in no time.,joy,0,train_splits/dia12_utt1.mp4,MELD_Audio/train_dia12_utt1.wav,8.883868102586877,Joey,train,22
12,2,train_dia12_utt2,"That's great, but shouldn't you be on the toilet right now?",disgust,0,train_splits/dia12_utt2.mp4,MELD_Audio/train_dia12_utt2.wav,3.5452055808445286,Chandler,train,11
12,3,train_dia12_utt3,What?!,surprise,0,train_splits/dia12_utt3.mp4,MELD_Audio/train_dia12_utt3.wav,1.3346656304355873,Joey,train,1
12,4,train_dia12_utt4,What's wrong with you?,disgust,0,train_splits/dia12_utt4.mp4,MELD_Audio/train_dia12_utt4.wav,1.251249028533363,Chandler,train,4
12,5,train_dia12_utt5,Nothing!,neutral,0,train_splits/dia12_utt5.mp4,MELD_Audio/train_dia12_utt5.wav,1.0009992228266904,Joey,train,1
12,6,train_dia12_utt6,"Well, I-I got this blinding pain in my stomach when I was lifting weights before, then I uh passed out and uh, haven't been able to stand up since.",fear,1,train_splits/dia12_utt6.mp4,MELD_Audio/train_dia12_utt6.wav,10.385366936826912,Joey,train,29
12,7,train_dia12_utt7,"But um, I don't think it's anything serious.",neutral,0,train_splits/dia12_utt7.mp4,MELD_Audio/train_dia12_utt7.wav,2.7944561637245107,Joey,train,8
12,8,train_dia12_utt8,This sounds like a hernia. You have toyou-you go to the doctor!,surprise,0,train_splits/dia12_utt8.mp4,MELD_Audio/train_dia12_utt8.wav,3.002997668480071,Chandler,train,12
12,9,train_dia12_utt9,"No way! Kay look, if I have to go to the doctor for anything it's gonna be for this thing sticking out of my stomach!",fear,1,train_splits/dia12_utt9.mp4,MELD_Audio/train_dia12_utt9.wav,6.589911550275712,Joey,train,25
12,10,train_dia12_utt10,That's a hernia.,disgust,0,train_splits/dia12_utt10.mp4,MELD_Audio/train_dia12_utt10.wav,1.1678324266311388,Chandler,train,3
12,11,train_dia12_utt11,Why did I have to start working out again? Damn you 15s!,anger,1,train_splits/dia12_utt11.mp4,MELD_Audio/train_dia12_utt11.wav,5.380370822693461,Joey,train,12
13,0,train_dia13_utt0,I love your place! Where is this guy from?,joy,0,train_splits/dia13_utt0.mp4,MELD_Audio/train_dia13_utt0.wav,4.087416666666666,Mona,train,9
13,1,train_dia13_utt1,Uh that's an eighteenth century Indian artifact from Calcutta.,neutral,0,train_splits/dia13_utt1.mp4,MELD_Audio/train_dia13_utt1.wav,9.801458333333333,Ross,train,9
13,2,train_dia13_utt2,"Oh wow! So, you're more than just dinosaurs.",surprise,0,train_splits/dia13_utt2.mp4,MELD_Audio/train_dia13_utt2.wav,6.005999999999999,Mona,train,8
13,3,train_dia13_utt3,So much more.,neutral,0,train_splits/dia13_utt3.mp4,MELD_Audio/train_dia13_utt3.wav,1.9185833333333333,Ross,train,3
14,0,train_dia14_utt0,"Well, well to sum up, we're having fun, you look young.",neutral,0,train_splits/dia14_utt0.mp4,MELD_Audio/train_dia14_utt0.wav,11.344666666666665,Ross,train,11
14,1,train_dia14_utt1,Okay,neutral,0,train_splits/dia14_utt1.mp4,MELD_Audio/train_dia14_utt1.wav,2.919583333333333,Mona,train,1
14,2,train_dia14_utt2,But that's not enough. So So here's a key to my apartment.,neutral,0,train_splits/dia14_utt2.mp4,MELD_Audio/train_dia14_utt2.wav,8.883875,Ross,train,12
14,3,train_dia14_utt3,Really?!,surprise,0,train_splits/dia14_utt3.mp4,MELD_Audio/train_dia14_utt3.wav,2.794458333333333,Mona,train,1
14,4,train_dia14_utt4,Really.,neutral,0,train_splits/dia14_utt4.mp4,MELD_Audio/train_dia14_utt4.wav,0.2919583333333333,Ross,train,1
14,5,train_dia14_utt5,You don't think this is too fast.,neutral,0,train_splits/dia14_utt5.mp4,MELD_Audio/train_dia14_utt5.wav,3.420083333333333,Mona,train,7
15,0,train_dia15_utt0,Get Out!,anger,1,train_splits/dia15_utt0.mp4,MELD_Audio/train_dia15_utt0.wav,3.837163687502313,Ross,train,2
15,1,train_dia15_utt1,"Ross, can I talk to you for a minute?",neutral,0,train_splits/dia15_utt1.mp4,MELD_Audio/train_dia15_utt1.wav,1.8768735428000445,Charlie,train,9
15,2,train_dia15_utt2,"Yes, please! So, what's going on?",neutral,0,train_splits/dia15_utt2.mp4,MELD_Audio/train_dia15_utt2.wav,6.881869656933496,Ross,train,6
15,3,train_dia15_utt3,"Uh, well... Joey and I broke up.",sadness,0,train_splits/dia15_utt3.mp4,MELD_Audio/train_dia15_utt3.wav,3.628622182746753,Charlie,train,7
15,4,train_dia15_utt4,"Oh my God, wh-what happened?",surprise,0,train_splits/dia15_utt4.mp4,MELD_Audio/train_dia15_utt4.wav,5.422079123644573,Ross,train,5
15,5,train_dia15_utt5,"Joey is a great guy, but we're just... so different! I mean, during your speech he kept laughing at homo erectus!",sadness,0,train_splits/dia15_utt5.mp4,MELD_Audio/train_dia15_utt5.wav,8.508493394026868,Charlie,train,21
15,6,train_dia15_utt6,I knew that was him!,anger,1,train_splits/dia15_utt6.mp4,MELD_Audio/train_dia15_utt6.wav,2.502498057066726,Ross,train,5
15,7,train_dia15_utt7,"Anyway I just, uh, I think it's for the best.",sadness,0,train_splits/dia15_utt7.mp4,MELD_Audio/train_dia15_utt7.wav,3.795455386551201,Charlie,train,10
